# time slot,request num,vertex1,vertex2,edge num,flow in slot,in port,out port
0,0,0,1,0,10.000000,-1,0
5,0,0,1,0,10.000000,-1,0
2,0,0,1,0,10.000000,-1,0
7,0,0,1,0,10.000000,-1,0
4,0,0,1,0,10.000000,-1,0
1,0,0,1,0,10.000000,-1,0
6,0,0,1,0,10.000000,-1,0
3,0,0,1,0,2.000000,-1,0
0,1,0,1,0,32.000000,-1,0
4,1,0,1,0,24.000000,-1,0
0,2,0,1,0,12.000000,-1,0
2,2,0,1,0,12.000000,-1,0
4,2,0,1,0,10.000000,-1,0
6,2,0,1,0,6.000000,-1,0
0,3,0,1,0,8.000000,-1,0
0,6,0,1,0,14.000000,-1,0
6,6,0,1,0,14.000000,-1,0
4,6,0,1,0,13.000000,-1,0
2,6,0,1,0,7.000000,-1,0
0,7,0,1,0,4.000000,-1,0
1,7,0,1,0,4.000000,-1,0
2,7,0,1,0,4.000000,-1,0
3,7,0,1,0,4.000000,-1,0
4,7,0,1,0,4.000000,-1,0
5,7,0,1,0,4.000000,-1,0
0,9,0,1,0,7.000000,-1,0
7,9,0,1,0,8.000000,-1,0
6,9,0,1,0,8.000000,-1,0
5,9,0,1,0,8.000000,-1,0
4,9,0,1,0,8.000000,-1,0
3,9,0,1,0,8.000000,-1,0
2,9,0,1,0,8.000000,-1,0
1,9,0,1,0,1.000000,-1,0
1,10,0,1,0,36.000000,-1,0
5,10,0,1,0,28.000000,-1,0
1,11,0,1,0,14.000000,-1,0
3,11,0,1,0,14.000000,-1,0
5,11,0,1,0,13.000000,-1,0
7,11,0,1,0,7.000000,-1,0
1,12,0,1,0,18.000000,-1,0
4,12,0,1,0,18.000000,-1,0
7,12,0,1,0,10.000000,-1,0
2,12,0,1,0,9.000000,-1,0
5,12,0,1,0,9.000000,-1,0
1,13,0,1,0,4.000000,-1,0
6,13,0,1,0,7.000000,-1,0
3,13,0,1,0,7.000000,-1,0
2,13,0,1,0,14.000000,-1,0
7,13,0,1,0,9.000000,-1,0
5,13,0,1,0,7.000000,-1,0
2,371,0,1,0,22.000000,-1,0
7,371,0,1,0,20.000000,-1,0
5,371,0,1,0,8.000000,-1,0
6,371,0,1,0,10.000000,-1,0
3,371,0,1,0,10.000000,-1,0
2,378,0,1,0,1.000000,-1,0
6,378,0,1,0,22.000000,-1,0
3,378,0,1,0,36.000000,-1,0
7,378,0,1,0,9.000000,-1,0
3,40,1,0,1,6.000000,-1,0
4,40,1,0,1,24.000000,-1,0
5,40,1,0,1,10.000000,-1,0
7,101,1,0,1,24.000000,-1,0
2,134,1,0,1,4.000000,-1,0
7,134,1,0,1,20.000000,-1,0
5,1240,1,0,1,1.000000,-1,0
4,1414,1,0,1,20.000000,-1,0
1,1414,1,0,1,14.000000,-1,0
7,1414,1,0,1,14.000000,-1,0
7,1460,1,0,1,19.000000,-1,0
0,1460,1,0,1,37.000000,-1,0
1,1487,1,0,1,11.000000,-1,0
3,1487,1,0,1,11.000000,-1,0
6,1487,1,0,1,22.000000,-1,0
0,1487,1,0,1,14.000000,-1,0
2,1487,1,0,1,11.000000,-1,0
4,1487,1,0,1,11.000000,-1,0
1,1707,1,0,1,2.000000,-1,0
3,1707,1,0,1,2.000000,-1,0
0,1707,1,0,1,2.000000,-1,0
2,1707,1,0,1,2.000000,-1,0
0,1906,1,0,1,24.000000,-1,0
1,1906,1,0,1,45.000000,-1,0
1,1915,1,0,1,5.000000,-1,0
2,1915,1,0,1,14.000000,-1,0
3,1915,1,0,1,13.000000,-1,0
4,1915,1,0,1,7.000000,-1,0
6,1915,1,0,1,7.000000,-1,0
2,1991,1,0,1,46.000000,-1,0
5,1991,1,0,1,9.000000,-1,0
3,1991,1,0,1,1.000000,-1,0
3,2155,1,0,1,41.000000,-1,0
4,2155,1,0,1,6.000000,-1,0
6,2172,1,0,1,20.000000,-1,0
3,2172,1,0,1,3.000000,-1,0
4,2172,1,0,1,9.000000,-1,0
5,2482,1,0,1,24.000000,-1,0
5,2824,1,0,1,8.000000,-1,0
0,4,0,16,2,8.000000,-1,1
1,4,0,16,2,8.000000,-1,1
2,4,0,16,2,8.000000,-1,1
3,4,0,16,2,8.000000,-1,1
4,4,0,16,2,8.000000,-1,1
5,4,0,16,2,8.000000,-1,1
6,4,0,16,2,8.000000,-1,1
0,5,0,16,2,24.000000,-1,1
1,5,0,16,2,16.000000,-1,1
1,8,0,16,2,8.000000,-1,1
2,8,0,16,2,24.000000,-1,1
3,8,0,16,2,24.000000,-1,1
4,8,0,16,2,16.000000,-1,1
4,14,0,16,2,8.000000,-1,1
6,14,0,16,2,8.000000,-1,1
5,40,0,16,2,24.000000,-1,1
6,40,0,16,2,16.000000,-1,1
7,134,0,16,2,24.000000,-1,1
1,371,16,0,3,20.000000,-1,0
6,371,16,0,3,20.000000,-1,0
4,371,16,0,3,20.000000,-1,0
2,371,16,0,3,10.000000,-1,0
7,371,16,0,3,2.000000,-1,0
1,378,16,0,3,9.000000,-1,0
5,378,16,0,3,11.000000,-1,0
2,378,16,0,3,15.000000,-1,0
6,378,16,0,3,9.000000,-1,0
3,378,16,0,3,11.000000,-1,0
7,378,16,0,3,21.000000,-1,0
5,2311,16,0,3,18.000000,-1,0
4,2311,16,0,3,3.000000,-1,0
3,2311,16,0,3,17.000000,-1,0
2,2311,16,0,3,1.000000,-1,0
7,2311,16,0,3,6.000000,-1,0
