# vertex , MCSL core
0,0
1,1
3,2
4,3
8,4
9,5
11,6
12,7
20,8
21,9
23,10
24,11
28,12
29,13
31,14
32,15
# TASK_MSG_START, L
0.5,0
# task , task start times
0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
11,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
12,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
13,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
14,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
15,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
16,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
17,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
21,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
22,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
23,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
24,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
25,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
26,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
27,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
28,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
29,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
30,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
31,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
32,402,849,874,908,933,1347,1375,1399,1780,2116,2140,2514,2535,2855,3315,3627,3651,3821,4033,4061
33,155,259,292,365,688,712,741,765,1051,1078,1502,1526,1831,1863,1888,2178,2201,3086,3218,3389
34,300,327,530,796,1052,1077,1349,1776,1807,1834,1865,2384,2409,2436,2813,2970,2998,3127,3148,3169
35,245,269,603,628,1058,1084,1109,1134,1162,1339,1365,1391,1634,1903,1932,1960,2395,2420,3265,3412
36,294,351,529,555,735,766,974,1000,1025,1054,1320,1344,1369,1780,1802,2185,2455,2480,3089,3113
37,86,109,257,414,446,614,639,914,948,1412,1440,1811,1832,1856,2305,2629,2963,3223,3384,3731
38,325,660,686,713,934,1132,1160,1437,1855,1877,1903,2291,2318,2553,2578,2855,3033,3363,3387,3582
39,278,335,362,385,411,722,1206,1232,1255,1279,1301,1329,1627,1655,1681,2111,2144,2171,2673,3214
40,66,198,278,491,699,727,755,1071,1098,1123,1661,1684,1709,2023,2050,2070,2097,2558,2909,3133
41,102,404,430,638,663,905,933,1040,1068,1099,1447,1475,1509,1728,1749,1776,2528,2710,3062,3239
42,142,345,369,566,944,1136,1163,1190,1217,1240,1267,1296,1661,1689,2300,2329,2352,2712,3039,3120
43,40,146,781,807,833,1090,1116,1141,1165,1464,1491,1523,1551,1857,2295,2745,2938,2968,3000,3127
44,94,208,510,694,1036,1305,1333,1563,1595,1615,1642,2023,2051,2077,2324,2599,2789,2811,2838,3023
45,71,417,447,660,926,1187,1213,1240,1472,1501,1535,1558,1819,2058,2607,2633,2664,2869,3040,3191
46,148,199,304,327,356,670,695,1037,1062,1093,1397,1422,1448,1470,1496,1835,2267,2548,2908,2983
47,120,307,432,462,484,785,810,1239,1270,1298,1620,1647,1933,1960,2184,2208,2595,2875,3080,3168
48,964,997,1022,1054,1430,1458,1483,1507,1814,2167,2565,2589,2881,2911,2938,2963,3347,3850,3875,3957
49,90,183,209,390,419,799,827,1239,1267,1296,1555,1582,1609,1910,1931,1957,1981,2229,2257,2283
50,351,434,458,560,585,613,827,1106,1136,1164,1895,1924,1949,1976,2462,2484,2512,2537,2836,3026
51,63,139,367,396,655,683,708,1196,1217,1663,1988,2013,2040,2068,2097,2125,2149,2442,2466,3290
52,242,374,584,789,815,1085,1115,1140,1170,1195,1396,1827,1855,2213,2506,2686,2711,2733,3183,3207
53,131,278,308,471,670,697,977,1006,1880,1904,1931,2332,2656,2677,2986,3008,3037,3411,3606,3639
54,423,741,957,1192,1467,1496,1524,1545,1925,1950,1976,2600,2625,2874,3191,3222,3253,3474,3496,3606
55,117,434,453,752,781,805,1357,1385,1707,1733,1756,1782,2197,2224,2512,2539,2699,2729,2887,2915
56,303,517,542,565,789,816,843,872,1151,1178,1207,1731,1757,1781,1806,2123,2332,2358,2584,2609
57,244,689,720,966,1129,1151,1178,1206,1534,1800,1831,1859,1888,2117,2142,2173,2555,2733,2761,2785
58,40,86,594,625,1323,1351,1379,1406,1716,1745,1772,1804,1831,2384,2415,2446,2857,2886,2905,3065
59,171,338,365,393,858,1187,1210,1576,1603,1883,1908,1931,1955,2319,2347,2375,2591,2769,2796,3069
60,239,266,535,568,1066,1093,1359,1673,1700,1728,1753,1783,1806,2101,2622,2649,2679,2706,2869,3101
61,210,234,474,693,720,952,1267,1296,1322,1582,1846,1879,2088,2114,2140,2163,2192,2220,2682,3063
62,69,100,122,225,253,379,404,727,1114,1520,1546,1564,1586,1861,1888,1912,2290,2574,2603,2936
63,40,146,173,336,358,509,532,551,575,836,1327,1356,1670,1696,1720,2241,2270,2293,2627,3108
64,429,459,686,1083,1110,1134,1163,1192,1531,1843,2199,2617,2989,3012,3041,3069,3376,3410,3434,4085
65,439,463,491,518,855,885,908,1099,1320,1638,1665,1688,1718,2004,2032,2306,2678,2701,2725,3416
66,374,636,849,878,905,1191,1217,1376,1402,1431,1999,2024,2050,2565,2597,2863,2887,3223,3251,3306
67,86,429,453,731,760,791,815,839,1245,1413,2494,2518,2541,2570,2602,2806,2835,3009,3172,3196
68,219,321,609,839,1220,1247,1416,1441,1887,1917,1945,2245,2271,2533,2763,2782,2812,2842,2869,2893
69,159,727,1028,1060,1088,1466,1958,1985,2355,2380,2411,2709,2736,2761,3062,3090,3253,3436,3465,3669
