534
14,1,50,26.0796,0.0001,8
16,2,5,5.1926,0.0001,1
19,2,8,5.1926,0.0001,1
22,2,12,5.1926,0.0001,1
26,2,20,5.1926,0.0001,1
30,2,30,5.1926,0.0001,1
31,2,31,26.0796,0.0001,8
32,2,33,5.1926,0.0001,1
34,2,35,26.0796,0.0001,8
35,2,37,26.0796,0.0001,8
37,2,40,5.1926,0.0001,1
39,2,43,5.1926,0.0001,1
44,2,48,5.1926,0.0001,1
45,2,49,5.1926,0.0001,1
47,3,13,5.1926,0.0001,1
48,3,16,5.1926,0.0001,1
49,3,17,5.1926,0.0001,1
50,3,23,5.1926,0.0001,1
51,3,25,5.1926,0.0001,1
52,3,29,5.1926,0.0001,1
60,4,10,26.0796,0.0001,8
61,4,12,5.1926,0.0001,1
63,4,14,5.1926,0.0001,1
66,4,18,5.1926,0.0001,1
67,4,19,26.0796,0.0001,8
68,4,20,5.1926,0.0001,1
69,4,21,5.1926,0.0001,1
70,4,22,5.1926,0.0001,1
71,4,24,5.15435,0.00746523,1
73,4,30,5.1926,0.0001,1
75,4,32,5.1926,0.0001,1
76,4,34,5.1926,0.0001,1
82,4,46,5.1926,0.0001,1
88,5,8,5.1926,0.0001,1
89,5,10,5.1926,0.0001,1
90,5,12,26.0796,0.0001,8
91,5,14,5.1926,0.0001,1
96,5,20,26.0796,0.0001,8
99,5,30,19.2939,0.260268,8
100,5,31,26.0796,0.0001,8
103,5,34,5.1926,0.0001,1
104,5,35,5.1926,0.0001,1
105,5,37,26.0796,0.0001,8
106,5,39,5.1926,0.0001,1
110,5,43,5.1926,0.0001,1
113,5,46,5.1926,0.0001,1
114,5,48,5.1926,0.0001,1
115,5,49,26.0796,0.0001,8
119,6,17,5.1926,0.0001,1
120,6,23,25.8709,0.00810123,8
121,6,25,5.1926,0.0001,1
122,6,29,5.1926,0.0001,1
125,6,33,26.0796,0.0001,8
126,6,35,5.1926,0.0001,1
127,6,36,5.1926,0.0001,1
131,6,42,5.1926,0.0001,1
132,6,45,26.0318,0.00193316,8
133,7,8,5.1926,0.0001,1
135,7,12,5.1926,0.0001,1
142,7,34,5.1926,0.0001,1
146,7,43,5.1926,0.0001,1
