1,1,1,5,1,50,8,0.026080
2,1,1,5,1,50,8,0.026080
3,1,1,5,1,50,8,0.026080
4,1,1,5,1,50,8,0.026080
5,1,1,5,1,50,8,0.026080
6,1,1,5,1,50,8,0.026080
7,1,1,5,1,50,8,0.026080
8,1,1,5,1,50,8,0.026080
9,1,1,5,1,50,8,0.026080
10,1,1,5,1,50,8,0.026080
11,1,1,5,1,50,8,0.026080
12,1,1,5,1,50,8,0.026080
13,1,1,5,1,50,8,0.026080
14,1,1,5,1,50,8,0.026080
15,1,1,5,1,50,8,0.026080
16,1,1,5,1,50,8,0.026080
17,1,1,5,1,50,8,0.026080
18,1,1,5,1,50,8,0.026080
19,1,1,5,1,50,8,0.026080
20,1,1,5,1,50,8,0.026080
21,1,1,5,1,50,8,0.026080
22,1,1,5,1,50,8,0.026080
23,1,1,5,1,50,8,0.026080
24,1,1,5,1,50,8,0.026080
25,1,1,5,1,50,8,0.026080
26,1,1,5,1,50,8,0.026080
27,1,1,5,1,50,8,0.026080
28,1,1,5,1,50,8,0.026080
29,1,1,5,1,50,8,0.026080
30,1,1,5,1,50,8,0.026080
31,1,1,5,1,50,8,0.026080
32,1,1,5,1,50,8,0.026080
33,1,1,5,1,50,8,0.026080
34,1,1,5,1,50,8,0.026080
35,1,1,5,1,50,8,0.026080
36,1,1,5,1,50,8,0.026080
37,1,1,5,1,50,8,0.026080
38,1,1,5,1,50,8,0.025055
39,1,5,3,1,48,1,0.005193
40,1,5,3,1,48,1,0.005193
41,1,5,3,1,48,1,0.005193
42,1,5,3,1,48,1,0.005193
43,1,5,3,1,48,1,0.005193
44,1,5,3,1,48,1,0.005193
45,1,5,3,1,48,1,0.005193
46,1,5,3,1,48,1,0.005193
47,1,5,3,1,48,1,0.005193
48,1,5,3,1,48,1,0.005193
49,1,5,3,1,48,1,0.005193
50,1,5,3,1,48,1,0.005193
51,1,5,3,1,48,1,0.005193
52,1,5,3,1,48,1,0.005193
53,1,5,3,1,48,1,0.005193
54,1,5,3,1,48,1,0.005193
55,1,5,3,1,48,1,0.005193
56,1,5,3,1,48,1,0.005193
57,1,5,3,1,48,1,0.005193
58,1,5,3,1,48,1,0.005193
59,1,5,3,1,48,1,0.005193
60,1,5,3,1,48,1,0.005193
61,1,5,3,1,48,1,0.005193
62,1,5,3,1,48,1,0.005193
63,1,5,3,1,48,1,0.005193
64,1,5,3,1,48,1,0.005193
